@relation Dry_bean

@attribute ﻿Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
42552,793.738,313.311289,174.189284,1.798683,0.831207,43067,232.763591,0.645324,0.988042,0.848742,0.742915,0.007363,0.001384,0.551922,0.992733,HOROZ
42614,804.837,327.292179,166.785762,1.962351,0.860416,43188,232.933102,0.726309,0.986709,0.826697,0.711698,0.00768,0.001215,0.506514,0.993958,HOROZ
42642,806.488,324.360341,168.620671,1.92361,0.854254,43163,233.009615,0.806133,0.987929,0.823857,0.718367,0.007607,0.00125,0.51605,0.99268,HOROZ
42670,791.457,293.881177,185.536753,1.583951,0.775512,43350,233.086103,0.707136,0.984314,0.856008,0.79313,0.006887,0.001681,0.629056,0.996394,HOROZ
42678,822.714,340.946339,160.863961,2.11947,0.881697,43227,233.107952,0.836414,0.9873,0.792348,0.683709,0.007989,0.001077,0.467457,0.990762,HOROZ
42693,787.181,309.575247,177.285242,1.746199,0.819784,43246,233.148913,0.810498,0.987213,0.8658,0.753125,0.007251,0.001439,0.567198,0.99044,HOROZ
42708,834.59,350.368608,155.802283,2.248803,0.895689,43198,233.189868,0.8096,0.988657,0.7705,0.665556,0.008204,0.000993,0.442965,0.99614,HOROZ
42710,816.687,335.8385,163.67083,2.051914,0.873207,43315,233.195328,0.806229,0.986033,0.804689,0.694367,0.007863,0.001128,0.482146,0.989323,HOROZ
42757,832.736,339.13826,162.045978,2.092852,0.878459,43391,233.323602,0.599846,0.985389,0.774823,0.68799,0.007932,0.001096,0.47333,0.990609,HOROZ
42774,780.822,292.554633,187.044454,1.564091,0.768917,43284,233.369981,0.717107,0.988217,0.881629,0.797697,0.00684,0.001708,0.636321,0.995264,HOROZ
42780,801.214,322.594105,169.394536,1.904395,0.85104,43293,233.386349,0.800764,0.988151,0.83744,0.723467,0.007541,0.001274,0.523405,0.99677,HOROZ
42818,828.988,334.976125,163.372447,2.050383,0.873004,43434,233.48998,0.620443,0.985818,0.78296,0.697035,0.007823,0.001139,0.485857,0.996194,HOROZ
42857,816.249,338.998905,161.417478,2.100138,0.879359,43328,233.596291,0.727561,0.989129,0.808326,0.689077,0.00791,0.0011,0.474827,0.997202,HOROZ
43000,968.539,348.520077,158.319314,2.201374,0.890868,44715,233.985684,0.66821,0.961646,0.576029,0.671369,0.008105,0.001016,0.450737,0.99224,HOROZ
43015,825.521,341.439917,161.429682,2.1151,0.881175,43627,234.026492,0.709959,0.985972,0.793183,0.68541,0.007938,0.001081,0.469788,0.993648,HOROZ
43029,812.609,323.966746,170.323432,1.902068,0.850643,43500,234.064573,0.7405,0.989172,0.818857,0.722496,0.007529,0.001265,0.522,0.992879,HOROZ
43077,830.696,349.041044,158.769216,2.198418,0.890557,43755,234.195089,0.772405,0.984505,0.78446,0.670967,0.008103,0.001013,0.450197,0.989721,HOROZ
43099,815.39,328.234078,168.610116,1.946705,0.857977,43710,234.254885,0.697666,0.986022,0.814604,0.713682,0.007616,0.001219,0.509343,0.991539,HOROZ
43099,815.39,328.234078,168.610116,1.946705,0.857977,43710,234.254885,0.697666,0.986022,0.814604,0.713682,0.007616,0.001219,0.509343,0.991539,HOROZ
43114,823.478,336.202206,165.314818,2.033709,0.870758,43778,234.295646,0.600482,0.984833,0.798958,0.696889,0.007798,0.001135,0.485654,0.98768,HOROZ
43126,816.933,337.607869,163.38814,2.066294,0.875091,43547,234.32825,0.816657,0.990332,0.812038,0.694084,0.007828,0.001121,0.481753,0.995443,HOROZ
43136,819.644,324.597006,172.252182,1.884429,0.847582,44239,234.355416,0.653497,0.975067,0.806862,0.721989,0.007525,0.001261,0.521268,0.982292,HOROZ
43185,810.945,325.518525,170.716985,1.906773,0.851444,43737,234.488485,0.866195,0.987379,0.825201,0.720354,0.007538,0.001252,0.51891,0.989443,HOROZ
43192,800.212,314.054954,176.542696,1.778918,0.827042,43717,234.507489,0.802706,0.987991,0.847624,0.746708,0.007271,0.001394,0.557574,0.991877,HOROZ
43204,839.531,346.337145,159.813474,2.167134,0.887172,43959,234.540063,0.647076,0.982825,0.770301,0.677202,0.008016,0.00104,0.458602,0.993852,HOROZ
43279,843.066,336.280446,164.667135,2.042183,0.871907,43813,234.74355,0.614566,0.987812,0.765181,0.698059,0.00777,0.001138,0.487286,0.995128,HOROZ
43409,831.016,338.534528,163.728772,2.067654,0.875267,44050,235.095843,0.613511,0.985448,0.789898,0.694452,0.007799,0.001119,0.482263,0.997153,HOROZ
43418,814.87,322.252307,172.503225,1.868094,0.844659,44045,235.120213,0.701331,0.985765,0.821681,0.729615,0.007422,0.001297,0.532338,0.994459,HOROZ
43493,834.832,335.062512,166.839015,2.008298,0.867215,44332,235.323198,0.599325,0.981075,0.784208,0.702326,0.007704,0.001156,0.493262,0.990618,HOROZ
43518,905.774,348.71851,159.600847,2.184941,0.889118,44595,235.390821,0.57404,0.975849,0.66656,0.675017,0.008013,0.001026,0.455648,0.995563,HOROZ
43533,820.623,333.799846,167.480988,1.993061,0.865018,44179,235.431385,0.816969,0.985378,0.812346,0.705307,0.007668,0.00117,0.497458,0.991464,HOROZ
43548,846.546,347.444758,163.9564,2.119129,0.881656,45022,235.471943,0.656031,0.96726,0.763619,0.677725,0.007978,0.001038,0.459311,0.973339,HOROZ
43554,828.293,339.223613,164.771362,2.058753,0.874108,44186,235.488164,0.651791,0.985697,0.797756,0.694197,0.007789,0.001116,0.48191,0.992134,HOROZ
43693,817.646,328.284873,170.724279,1.922895,0.854136,44262,235.863637,0.802914,0.987145,0.82128,0.718472,0.007513,0.001235,0.516203,0.992604,HOROZ
43717,819.231,330.960398,169.310775,1.954751,0.859239,44186,235.928407,0.830569,0.989386,0.818554,0.71286,0.007571,0.001206,0.508169,0.993344,HOROZ
43743,829.88,345.643807,162.240382,2.130443,0.882993,44261,235.998554,0.696922,0.988297,0.798156,0.68278,0.007902,0.001059,0.466188,0.993187,HOROZ
43743,830.354,338.568766,165.88958,2.040928,0.871738,44514,235.998554,0.662331,0.98268,0.797245,0.697048,0.00774,0.001127,0.485875,0.991637,HOROZ
43746,836.693,339.352567,165.411442,2.051566,0.873161,44442,236.006646,0.713778,0.984339,0.785264,0.695462,0.007757,0.001119,0.483667,0.992274,HOROZ
43746,836.693,339.352567,165.411442,2.051566,0.873161,44442,236.006646,0.713778,0.984339,0.785264,0.695462,0.007757,0.001119,0.483667,0.992274,HOROZ
43779,837.559,349.46613,159.99802,2.18419,0.889037,44241,236.095646,0.802401,0.989557,0.784233,0.675589,0.007983,0.001026,0.456421,0.996911,HOROZ
43832,836.567,340.048318,165.028994,2.060537,0.874342,44421,236.238515,0.822503,0.986741,0.787045,0.69472,0.007758,0.001115,0.482636,0.99449,HOROZ
43844,826.338,338.904539,165.758175,2.044572,0.872228,44434,236.27085,0.82262,0.986722,0.806872,0.69716,0.00773,0.001126,0.486033,0.993729,HOROZ
43844,826.338,338.904539,165.758175,2.044572,0.872228,44434,236.27085,0.82262,0.986722,0.806872,0.69716,0.00773,0.001126,0.486033,0.993729,HOROZ
43848,845.054,343.307303,164.026966,2.092993,0.878477,44478,236.281628,0.671383,0.985836,0.771597,0.688251,0.007829,0.001084,0.47369,0.991429,HOROZ
43871,814.595,328.483252,170.897718,1.922104,0.854006,44373,236.343589,0.643506,0.988687,0.830814,0.7195,0.007487,0.001238,0.51768,0.995035,HOROZ
43886,773.792,289.896057,193.321899,1.499551,0.745177,44317,236.38399,0.76187,0.990275,0.921059,0.815409,0.006606,0.001801,0.664893,0.99704,HOROZ
43900,839.181,347.17921,162.241393,2.139893,0.884092,44449,236.421691,0.745103,0.987649,0.783363,0.680979,0.007908,0.001049,0.463732,0.992337,HOROZ
43912,844.203,354.30249,159.683408,2.218781,0.892677,44602,236.454002,0.704056,0.98453,0.774282,0.667379,0.008068,0.000987,0.445395,0.988233,HOROZ
43914,833.354,341.728977,164.639288,2.075622,0.87629,44402,236.459386,0.591961,0.98901,0.79461,0.69195,0.007782,0.0011,0.478795,0.993797,HOROZ
43918,824.223,340.089725,164.974604,2.061467,0.874463,44470,236.470155,0.693413,0.987587,0.812387,0.695317,0.007744,0.001117,0.483466,0.996649,HOROZ
43924,834.163,345.424353,162.995975,2.11922,0.881667,44618,236.486308,0.712682,0.984446,0.79325,0.684625,0.007864,0.001066,0.468712,0.993304,HOROZ
43955,805.062,313.756059,180.41116,1.739117,0.81815,44903,236.569745,0.706581,0.978888,0.852235,0.753993,0.007138,0.001423,0.568505,0.988696,HOROZ
43978,836.878,331.885857,169.551146,1.957438,0.859657,44747,236.631631,0.640285,0.982814,0.78908,0.712991,0.007547,0.001203,0.508356,0.995076,HOROZ
43991,808.658,320.689682,177.04972,1.811297,0.833784,45031,236.666603,0.746838,0.976905,0.845364,0.737993,0.00729,0.001334,0.544633,0.986492,HOROZ
44020,822.517,335.118811,168.15873,1.992872,0.86499,44553,236.744598,0.798853,0.988037,0.817655,0.70645,0.007613,0.00117,0.499071,0.994585,HOROZ
44029,823.817,327.69361,172.197617,1.903009,0.850804,44653,236.768798,0.70092,0.986026,0.815243,0.722531,0.007443,0.001251,0.522051,0.993468,HOROZ
44049,812.823,322.754498,176.276293,1.830958,0.837679,44699,236.822568,0.817236,0.985458,0.837826,0.733755,0.007327,0.00131,0.538396,0.98578,HOROZ
44074,841.284,338.663855,167.21812,2.025282,0.869599,44765,236.889763,0.634195,0.984564,0.782541,0.699483,0.007684,0.001135,0.489277,0.990924,HOROZ
44120,809.203,324.542876,174.768419,1.856988,0.842621,44690,237.013351,0.797369,0.987245,0.846702,0.730299,0.007356,0.001291,0.533337,0.9904,HOROZ
44154,819.804,340.648322,166.250281,2.049009,0.872821,44617,237.104658,0.82605,0.989623,0.825581,0.696039,0.007715,0.001117,0.484471,0.992685,HOROZ
44171,826.19,343.405635,163.972558,2.094287,0.878637,44634,237.150298,0.771007,0.989627,0.813181,0.690584,0.007774,0.001091,0.476906,0.998778,HOROZ
44258,832.579,334.904744,169.468669,1.976204,0.862521,44909,237.383731,0.658562,0.985504,0.802326,0.70881,0.007567,0.001178,0.502411,0.992867,HOROZ
44362,845.277,350.7674,161.631191,2.170171,0.887508,44851,237.662476,0.584911,0.989097,0.78023,0.67755,0.007907,0.001028,0.459074,0.99627,HOROZ
44375,843.947,350.683763,161.736346,2.168243,0.887295,44978,237.697297,0.593844,0.986593,0.782921,0.677811,0.007903,0.001029,0.459428,0.996151,HOROZ
44389,825.922,316.661287,180.167948,1.757589,0.822364,45118,237.73479,0.651343,0.983842,0.817725,0.750754,0.007134,0.001398,0.563632,0.990633,HOROZ
44392,848.676,359.513653,158.172873,2.272916,0.898016,45043,237.742823,0.814383,0.985547,0.774517,0.66129,0.008099,0.000955,0.437305,0.993957,HOROZ
44399,828.051,341.54381,166.358646,2.053057,0.873358,44950,237.761567,0.796109,0.987742,0.813709,0.696138,0.007693,0.001114,0.484608,0.994928,HOROZ
44492,822.871,336.979335,168.646756,1.998137,0.865756,44949,238.010449,0.64859,0.989833,0.825711,0.706306,0.007574,0.001163,0.498868,0.996806,HOROZ
44535,856.043,346.88568,165.677613,2.093739,0.87857,45306,238.125436,0.603963,0.982982,0.763695,0.686467,0.007789,0.001067,0.471236,0.986646,HOROZ
44562,850.137,343.516088,168.017584,2.044525,0.872221,45393,238.197608,0.61188,0.981693,0.774813,0.69341,0.007709,0.001099,0.480818,0.983044,HOROZ
44594,846.716,353.856354,161.587588,2.189873,0.889648,45211,238.283118,0.745894,0.986353,0.781647,0.673389,0.007935,0.001006,0.453453,0.993005,HOROZ
44606,829.615,339.279217,168.27956,2.016164,0.868327,45224,238.315176,0.711283,0.986335,0.814423,0.702416,0.007606,0.001142,0.493388,0.994752,HOROZ
44608,859.481,329.855779,175.167302,1.88309,0.847345,45446,238.320519,0.851948,0.981561,0.75884,0.722499,0.007395,0.001243,0.522005,0.982982,HOROZ
44614,850.425,351.268986,162.308089,2.164211,0.886848,45243,238.336546,0.633956,0.986097,0.775191,0.678502,0.007874,0.001029,0.460364,0.996326,HOROZ
44614,850.425,351.268986,162.308089,2.164211,0.886848,45243,238.336546,0.633956,0.986097,0.775191,0.678502,0.007874,0.001029,0.460364,0.996326,HOROZ
44648,808.725,310.632356,183.910635,1.68904,0.805899,45229,238.427346,0.745525,0.987154,0.857848,0.767555,0.006957,0.00149,0.58914,0.995081,HOROZ
44648,833.623,350.293763,162.910451,2.150223,0.885275,45149,238.427346,0.805339,0.988903,0.80737,0.68065,0.007846,0.001039,0.463284,0.996164,HOROZ
44701,850.2,349.483076,164.436187,2.125342,0.882393,45295,238.568818,0.577532,0.986886,0.777114,0.682633,0.007818,0.001047,0.465988,0.990384,HOROZ
44704,847.544,360.187643,158.392011,2.274027,0.898121,45127,238.576823,0.738299,0.990626,0.782045,0.662368,0.008057,0.000957,0.438732,0.997687,HOROZ
44710,832.12,332.06853,171.958309,1.931099,0.855478,45234,238.592833,0.694104,0.988416,0.811414,0.718505,0.007427,0.001221,0.516249,0.996928,HOROZ
44710,832.12,332.06853,171.958309,1.931099,0.855478,45234,238.592833,0.694104,0.988416,0.811414,0.718505,0.007427,0.001221,0.516249,0.996928,HOROZ
44737,847.583,345.091811,166.100232,2.077612,0.876544,45395,238.664864,0.616076,0.985505,0.78255,0.691598,0.007714,0.001089,0.478308,0.993738,HOROZ
44738,810.865,324.986219,175.67742,1.849903,0.8413,45116,238.667532,0.800981,0.991622,0.855046,0.734393,0.007264,0.001303,0.539333,0.997713,HOROZ
44785,839.911,334.752164,174.669421,1.91649,0.853076,46109,238.792866,0.739673,0.971285,0.797767,0.713342,0.007475,0.001194,0.508857,0.97522,HOROZ
44787,861.814,344.333903,166.179732,2.072057,0.875834,45406,238.798198,0.81292,0.986367,0.757765,0.693508,0.007688,0.001097,0.480953,0.996562,HOROZ
44799,1005.548,362.449644,157.986158,2.294186,0.900003,46552,238.830187,0.652523,0.962343,0.556766,0.658933,0.008091,0.000941,0.434193,0.99612,HOROZ
44805,841.088,311.840851,185.326917,1.682653,0.804244,45487,238.84618,0.646537,0.985007,0.795891,0.765923,0.00696,0.001478,0.586639,0.987109,HOROZ
44846,832.162,342.391457,168.04326,2.03752,0.871276,45356,238.955436,0.685614,0.988756,0.8138,0.697901,0.007635,0.001117,0.487066,0.992407,HOROZ
44870,846.28,354.602181,161.644161,2.193721,0.890058,45511,239.019368,0.716934,0.985915,0.787296,0.674049,0.007903,0.001006,0.454343,0.996701,HOROZ
44875,853.492,351.007788,164.525542,2.133455,0.883345,45627,239.032685,0.646437,0.983519,0.774133,0.68099,0.007822,0.001038,0.463747,0.989383,HOROZ
44904,826.44,317.429452,181.163033,1.752176,0.821145,45676,239.109909,0.680281,0.983098,0.826175,0.753269,0.007069,0.001404,0.567415,0.99421,HOROZ
44963,878.718,365.083664,157.332869,2.320454,0.902376,45613,239.266942,0.804462,0.98575,0.731756,0.655376,0.00812,0.000924,0.429517,0.996675,HOROZ
45005,837.605,341.758823,170.370337,2.005976,0.866884,45807,239.378666,0.653667,0.982492,0.806106,0.700432,0.007594,0.001127,0.490604,0.984141,HOROZ
45030,842.585,343.63253,168.215351,2.042813,0.871991,45623,239.445143,0.630761,0.987002,0.797048,0.696806,0.007631,0.00111,0.485538,0.991864,HOROZ
45032,836.404,338.160098,171.568599,1.970991,0.861735,45647,239.450461,0.675963,0.986527,0.808908,0.708098,0.007509,0.001165,0.501403,0.98826,HOROZ
45102,865.765,347.779241,167.214102,2.079844,0.876827,45917,239.636495,0.667189,0.982251,0.756146,0.689048,0.007711,0.001072,0.474787,0.987482,HOROZ
45104,820.466,331.23367,174.046726,1.903131,0.850824,45620,239.641809,0.630349,0.988689,0.841984,0.723483,0.007344,0.001241,0.523427,0.99615,HOROZ
45131,840.075,347.602555,167.365656,2.076905,0.876454,45781,239.713525,0.72704,0.985802,0.803616,0.68962,0.007702,0.001075,0.475575,0.987724,HOROZ
45149,855.291,358.105586,165.274115,2.166737,0.887128,47022,239.761323,0.799947,0.960168,0.775586,0.669527,0.007932,0.000983,0.448266,0.971275,HOROZ
45200,873.211,357.13085,162.860104,2.192869,0.889968,45850,239.896702,0.75128,0.985823,0.74492,0.671733,0.007901,0.000992,0.451226,0.989479,HOROZ
45210,841.526,341.708055,169.519736,2.015742,0.868268,45836,239.923237,0.66336,0.986343,0.802249,0.702129,0.007558,0.001133,0.492986,0.993732,HOROZ
45226,827.481,338.225327,170.767712,1.980616,0.863182,45753,239.965688,0.630873,0.988482,0.830007,0.709485,0.007479,0.001169,0.503369,0.99698,HOROZ
45236,824.056,334.325506,172.79371,1.934825,0.85608,45823,239.992217,0.792613,0.98719,0.837106,0.71784,0.007391,0.001211,0.515294,0.997004,HOROZ
45257,888.846,361.564946,159.957226,2.260385,0.896817,45957,240.047916,0.615909,0.984768,0.719851,0.663914,0.007989,0.000957,0.440781,0.996336,HOROZ
45280,846.153,353.491217,164.31932,2.151246,0.885391,45912,240.108906,0.62007,0.986235,0.794728,0.67925,0.007807,0.001025,0.461381,0.992543,HOROZ
45297,854.181,341.549969,169.670617,2.013018,0.867884,46087,240.153975,0.626731,0.982859,0.780152,0.70313,0.00754,0.001137,0.494392,0.995219,HOROZ
45369,834.295,338.99246,171.600978,1.975469,0.862411,45987,240.344763,0.760485,0.986561,0.819087,0.708997,0.007472,0.001165,0.502677,0.993024,HOROZ
45401,838.238,346.701,167.576919,2.068907,0.875429,45999,240.429508,0.785729,0.987,0.811971,0.693478,0.007636,0.001089,0.480912,0.994961,HOROZ
45407,835.028,341.11958,170.140807,2.004925,0.866733,46053,240.445395,0.639085,0.985973,0.818334,0.704871,0.007512,0.001144,0.496844,0.996134,HOROZ
45413,851.184,356.481056,162.738886,2.190509,0.889716,46013,240.461281,0.686734,0.98696,0.787668,0.674542,0.00785,0.001002,0.455006,0.996696,HOROZ
45469,848.018,357.514711,162.418786,2.201191,0.890849,45920,240.609495,0.657808,0.990179,0.794539,0.673006,0.007863,0.000995,0.452937,0.997,HOROZ
45470,842.281,339.406038,173.565,1.955498,0.859356,46378,240.61214,0.625017,0.980422,0.805417,0.708921,0.007464,0.001163,0.502569,0.982773,HOROZ
45471,848.858,346.404673,168.718758,2.053149,0.87337,46192,240.614786,0.78447,0.984391,0.793002,0.694606,0.007618,0.001094,0.482478,0.990598,HOROZ
45473,834.56,335.927631,173.666051,1.934331,0.856001,46244,240.620078,0.784071,0.983328,0.820443,0.716285,0.007387,0.0012,0.513065,0.992437,HOROZ
45478,838.042,331.84327,176.276767,1.882513,0.847243,46206,240.633306,0.608011,0.984244,0.813729,0.725141,0.007297,0.001245,0.52583,0.989882,HOROZ
45478,838.042,331.84327,176.276767,1.882513,0.847243,46206,240.633306,0.608011,0.984244,0.813729,0.725141,0.007297,0.001245,0.52583,0.989882,HOROZ
45518,859.94,322.286686,189.291777,1.702592,0.80934,47963,240.739107,0.664477,0.949023,0.773494,0.746972,0.00708,0.00136,0.557967,0.94999,HOROZ
45525,840.696,348.646268,166.79825,2.090227,0.878133,46054,240.757617,0.741691,0.988513,0.809435,0.69055,0.007658,0.001074,0.476859,0.996744,HOROZ
45525,853.65,358.828758,162.033586,2.214533,0.89224,46116,240.757617,0.673736,0.987184,0.785055,0.670954,0.007882,0.000985,0.450179,0.996937,HOROZ
45554,854.451,358.558678,162.207829,2.210489,0.891821,46189,240.834288,0.702344,0.986252,0.784083,0.671673,0.007871,0.000988,0.451145,0.997251,HOROZ
45606,855.192,342.062673,171.385183,1.995871,0.865427,46331,240.971705,0.784417,0.984352,0.783618,0.704467,0.0075,0.001139,0.496273,0.990497,HOROZ
45609,834.651,341.087823,172.585999,1.976335,0.862541,46157,240.979631,0.78738,0.988127,0.822717,0.706503,0.007479,0.001149,0.499147,0.986481,HOROZ
45631,840.956,321.923541,182.725893,1.761784,0.8233,46505,241.037743,0.648776,0.981206,0.810818,0.748742,0.007055,0.001368,0.560615,0.987682,HOROZ
45654,857.771,343.326899,169.909692,2.020643,0.868955,46271,241.098482,0.799685,0.986666,0.779733,0.702242,0.00752,0.001128,0.493143,0.996467,HOROZ
45654,828.517,340.132358,171.856878,1.979161,0.862964,46355,241.098482,0.705899,0.984878,0.835768,0.708837,0.00745,0.00116,0.50245,0.99443,HOROZ
45666,870.017,350.539258,166.393795,2.106685,0.880159,46356,241.130166,0.613016,0.985115,0.758136,0.687883,0.007676,0.00106,0.473184,0.996849,HOROZ
45720,860.356,342.495294,171.554929,1.996418,0.865507,46478,241.272692,0.636902,0.983691,0.776175,0.704455,0.007491,0.001138,0.496258,0.990737,HOROZ
45805,859.282,350.598966,167.085572,2.09832,0.879136,46453,241.496868,0.636357,0.98605,0.779563,0.688812,0.007654,0.001063,0.474462,0.995574,HOROZ
45816,859.129,338.735771,173.16611,1.956132,0.859454,46674,241.525864,0.793103,0.981617,0.780028,0.713021,0.007393,0.001179,0.5084,0.994497,HOROZ
45817,862.123,333.45892,175.910473,1.895617,0.849535,46654,241.5285,0.757932,0.982059,0.774637,0.724313,0.007278,0.001236,0.524629,0.994495,HOROZ
45864,844.252,334.580064,175.912808,1.901965,0.850626,46714,241.652351,0.739551,0.981804,0.808607,0.722256,0.007295,0.001225,0.521653,0.992166,HOROZ
45887,839.116,339.736209,173.006259,1.963722,0.860626,46394,241.712935,0.624568,0.989072,0.818946,0.711472,0.007404,0.00117,0.506193,0.994022,HOROZ
45908,827.009,336.119271,174.791986,1.922967,0.854148,46390,241.768238,0.763835,0.98961,0.843486,0.719293,0.007322,0.001209,0.517382,0.994909,HOROZ
45915,817.888,324.096554,181.54983,1.785166,0.828376,46477,241.78667,0.759553,0.987908,0.862535,0.746033,0.007059,0.001349,0.556565,0.993561,HOROZ
45918,842.448,350.362556,167.591804,2.090571,0.878176,46281,241.794569,0.785406,0.992157,0.81303,0.690127,0.00763,0.001068,0.476275,0.995687,HOROZ
45928,858.374,353.56919,167.984051,2.104778,0.879927,46692,241.820896,0.801746,0.983637,0.783311,0.683942,0.007698,0.001039,0.467777,0.984567,HOROZ
45942,847.435,349.213873,167.995935,2.078704,0.876683,46485,241.85775,0.78796,0.988319,0.803909,0.692578,0.007601,0.001079,0.479664,0.997079,HOROZ
45968,841.037,346.631177,169.439106,2.045757,0.872387,46394,241.926178,0.692706,0.990818,0.816649,0.697935,0.007541,0.001104,0.487114,0.996516,HOROZ
45968,838.333,339.333407,174.233525,1.947578,0.858115,46698,241.926178,0.705031,0.984368,0.821925,0.712945,0.007382,0.001176,0.508291,0.989937,HOROZ
46056,859.402,359.393961,163.460351,2.198661,0.890582,46532,242.157636,0.781034,0.98977,0.783616,0.673794,0.007803,0.000992,0.453999,0.99819,HOROZ
46062,856.672,346.966922,171.969708,2.017605,0.86853,47106,242.173409,0.811236,0.977837,0.788721,0.697973,0.007533,0.001103,0.487166,0.982908,HOROZ
46067,855.704,350.698331,167.974142,2.087811,0.877831,46689,242.186552,0.80413,0.986678,0.790592,0.690584,0.007613,0.001068,0.476906,0.995689,HOROZ
46068,863.075,344.158963,171.784063,2.003439,0.86652,46892,242.189181,0.765503,0.982428,0.777163,0.703713,0.007471,0.00113,0.495212,0.992128,HOROZ
46100,847.12,336.274507,175.755083,1.913313,0.852545,46735,242.273282,0.767336,0.986413,0.807274,0.720463,0.007294,0.001212,0.519067,0.993137,HOROZ
46127,862.115,358.660967,166.124356,2.158991,0.886265,47134,242.344219,0.727636,0.978635,0.779892,0.675692,0.007776,0.001,0.456559,0.985707,HOROZ
46143,832.979,334.310932,177.279826,1.885781,0.84782,46616,242.386246,0.772966,0.989853,0.835695,0.725032,0.007245,0.001235,0.525672,0.991302,HOROZ
46144,856.55,351.325768,167.887509,2.092626,0.878431,46630,242.388873,0.766461,0.989578,0.79035,0.689926,0.007614,0.001064,0.475998,0.996086,HOROZ
46180,850.826,344.081456,172.366875,1.996216,0.865477,46881,242.483406,0.619085,0.985047,0.801645,0.704727,0.007451,0.001134,0.49664,0.9914,HOROZ
46229,832.722,335.536203,176.091722,1.905463,0.851221,46809,242.612017,0.6365,0.987609,0.837769,0.723058,0.007258,0.001224,0.522812,0.996199,HOROZ
46230,855.563,350.633082,169.79821,2.064999,0.874923,46861,242.614641,0.823947,0.986535,0.793651,0.691933,0.007585,0.001072,0.478771,0.988662,HOROZ
46261,848.807,350.46266,169.043453,2.07321,0.875982,46904,242.695972,0.795683,0.986291,0.806876,0.692502,0.007576,0.001075,0.479559,0.994226,HOROZ
46267,854.523,341.614666,174.96607,1.952462,0.858882,47026,242.71171,0.685224,0.98386,0.796221,0.710484,0.007384,0.001161,0.504787,0.985578,HOROZ
46275,832.69,337.741629,175.519755,1.924237,0.854357,46788,242.732692,0.801604,0.989036,0.838667,0.718693,0.007299,0.001201,0.51652,0.993907,HOROZ
46298,842.976,329.636616,179.98287,1.831489,0.837783,46971,242.793007,0.639731,0.985672,0.818732,0.736547,0.00712,0.001293,0.542502,0.993587,HOROZ
46316,879.449,345.658035,172.37152,2.005308,0.866788,47252,242.8402,0.716966,0.980191,0.752523,0.702545,0.007463,0.001121,0.493569,0.989758,HOROZ
46415,844.864,349.766978,169.778851,2.060133,0.874289,46946,243.099596,0.77708,0.988689,0.817136,0.695033,0.007536,0.001085,0.483071,0.99519,HOROZ
46428,872.732,365.985689,161.955652,2.25979,0.896759,46913,243.133637,0.808287,0.989662,0.765999,0.664326,0.007883,0.000947,0.441328,0.997309,HOROZ
46481,849.522,343.263705,173.975633,1.973056,0.862047,47264,243.272373,0.733,0.983433,0.809349,0.708704,0.007385,0.001149,0.502261,0.99099,HOROZ
46519,863.421,356.75184,167.516627,2.12965,0.8829,47189,243.371794,0.759593,0.985802,0.784143,0.682188,0.007669,0.001025,0.46538,0.991097,HOROZ
46522,853.266,351.171087,170.446036,2.060307,0.874312,47247,243.379642,0.738093,0.984655,0.80297,0.693051,0.007548,0.001074,0.48032,0.989607,HOROZ
46562,840.976,337.631155,176.102066,1.917247,0.853202,47115,243.484249,0.811524,0.988263,0.827321,0.721155,0.007251,0.00121,0.520064,0.997091,HOROZ
46563,852.78,352.41319,168.93977,2.086029,0.877608,47203,243.486864,0.690928,0.986442,0.804594,0.690913,0.007569,0.001064,0.477361,0.995788,HOROZ
46581,974.023,364.781526,164.435325,2.218389,0.892636,47874,243.533922,0.743512,0.972992,0.616993,0.667616,0.007831,0.00096,0.445711,0.98876,HOROZ
46634,864.954,351.292685,169.71586,2.069887,0.875555,47345,243.67243,0.655893,0.984983,0.783297,0.693645,0.007533,0.001076,0.481143,0.995913,HOROZ
46642,875.771,362.172772,164.878319,2.196606,0.890365,47195,243.69333,0.64786,0.988283,0.764198,0.672865,0.007765,0.000982,0.452747,0.994507,HOROZ
46680,844.028,341.041063,175.214072,1.946425,0.857933,47312,243.79258,0.757399,0.986642,0.823431,0.714848,0.007306,0.001177,0.511008,0.994639,HOROZ
46696,862.883,354.981027,168.054453,2.112298,0.880838,47259,243.834357,0.778228,0.988087,0.788108,0.686894,0.007602,0.001044,0.471823,0.996632,HOROZ
46696,862.883,354.981027,168.054453,2.112298,0.880838,47259,243.834357,0.778228,0.988087,0.788108,0.686894,0.007602,0.001044,0.471823,0.996632,HOROZ
46708,875.9,364.87184,163.448213,2.232339,0.894053,47371,243.865686,0.788161,0.986004,0.765054,0.66836,0.007812,0.000962,0.446705,0.997197,HOROZ
